customer_unique_id,recency,frequency,monetary,delay,installments,review_score,comment_title,comment_message,pop_payment_type,pop_category
00ae9ea276a5a4335382c9391059ddf2,17,1,140.0,-1.0,7.0,5.0,0,1.0,credit_card,beleza_saude
00b0595d2b0f0b838edb7fbc749ea644,63,1,138.41,-29.0,3.0,5.0,0,1.0,credit_card,pet_shop
00b72937dcd829c0d8ca72ec77cd073c,107,1,128.59,-14.0,1.0,5.0,0,1.0,credit_card,telefonia
00ba737b18a7996f68cb8a99556bedd4,81,2,282.28,-4.0,4.0,1.0,0,1.0,credit_card,perfumaria
00c003ed13c76042b78d53fbc26930d0,198,1,204.24,-9.0,10.0,4.0,0,0.0,credit_card,moveis_sala
00c3624c55261d9ce593f30e3815a880,196,2,828.12,-13.0,10.0,3.0,0,0.0,credit_card,fashion_bolsas_e_acessorios
00cc12a6d8b578b8ebd21ea4e2ae8b27,193,4,252.40000000000003,-12.5,1.0,4.0,0,0.5,boleto,cama_mesa_banho
00cc7c54469f4177319d6bb12e883652,165,1,187.94,-9.0,3.0,5.0,0,0.0,credit_card,fashion_calcados
00cc8551c0621bc65a440e836bb652d7,190,1,95.22,-25.0,1.0,4.0,0,0.0,debit_card,cama_mesa_banho
00cd767526517f8a4fc27db6cc5a52fa,95,1,95.21,-15.0,1.0,4.0,0,0.0,boleto,bebes
00d03b5e33f8987549c5590313a4ef21,106,1,35.09,-34.0,3.0,5.0,0,1.0,credit_card,telefonia_fixa
00d474cea9ceb88b7175d564b081dfa3,107,1,115.4,-27.0,6.0,4.0,0,0.0,credit_card,fashion_bolsas_e_acessorios
00d7e54ab8c5d9916f19209dbaacbb3d,91,1,92.05,-15.0,1.0,5.0,0,0.0,boleto,beleza_saude
00db525fd8d4023dc446f0ed2519139f,66,1,212.43,-16.0,10.0,5.0,0,1.0,credit_card,informatica_acessorios
00dd4390a8e8ad7a126e8331decc49ce,142,1,109.31,-15.0,5.0,5.0,0,0.0,credit_card,brinquedos
00df9d2e50424d103ca8796e4dc7c207,39,1,137.99,-14.0,1.0,5.0,0,1.0,credit_card,bebes
00e2972a013072289c3e86cfc2b9e38d,27,1,215.05,-12.0,1.0,5.0,0,0.0,credit_card,eletronicos
00e5ea6932dffb682bd3d5760e84d176,4,1,68.89,-18.0,1.0,4.0,0,0.0,boleto,perfumaria
00e707efa5ad9f0e6bcaeeb87910693b,166,1,34.86,-19.0,3.0,4.0,0,0.0,credit_card,informatica_acessorios
00e872ca2fc94e59982286e69f186e0e,49,1,420.94,-13.0,10.0,1.0,0,0.0,credit_card,automotivo
00eca7e1c994897d0a31bf75478f4b55,210,2,746.44,-16.0,8.0,5.0,0,1.0,credit_card,cama_mesa_banho
00ecc71175078e2cac5547a5656e9622,112,1,235.13,-9.0,10.0,5.0,0,0.0,credit_card,cama_mesa_banho
01020c5b6024bc1cf2a3228e566bafb2,36,1,123.47,-21.0,4.0,5.0,0,0.0,credit_card,malas_acessorios
01029c2615eacab8d39f0450e6b0bef3,58,1,227.27,-8.0,2.0,4.0,0,0.0,credit_card,cama_mesa_banho
0103751df12aea8b962cfbcd2b61104c,127,1,35.0,-14.0,1.0,4.0,0,0.0,credit_card,moveis_decoracao
0104d8ef04b9df2891e69bc0e2e6dca4,170,1,475.47,-4.0,4.0,4.0,0,0.0,credit_card,moveis_escritorio
010513009a288e24dbbc8183d5bcd4e2,33,1,57.11,-22.0,1.0,5.0,0,1.0,voucher,utilidades_domesticas
01051cf3719a23faec8b2307b369faeb,126,1,147.96,-12.0,6.0,4.0,0,0.0,credit_card,cool_stuff
0106cb3b85affbb1c765eef0eac01485,32,1,64.0,-40.0,1.0,5.0,0,1.0,voucher,cama_mesa_banho
010bcf93b3363ccf249034e7250266f0,50,1,114.26,-18.0,11.0,5.0,0,0.0,credit_card,moveis_sala
010c88e815c8386129e0762691851850,11,2,446.88,-13.0,1.0,1.0,0,0.0,credit_card,informatica_acessorios
011509f63f565e822767bfb89c3cf9b7,144,1,69.07,-14.0,6.0,5.0,0,0.0,credit_card,relogios_presentes
0116dc6ddf277eb8413a0393cca11c32,13,1,53.7,-9.0,1.0,1.0,0,1.0,credit_card,cama_mesa_banho
0116f610fa1418cda75e0d96e1639a03,74,1,33.68,-5.0,1.0,5.0,0,0.0,boleto,esporte_lazer
011875f0176909c5cf0b14a9138bb691,196,1,4016.91,-10.0,8.0,5.0,0,0.0,credit_card,relogios_presentes
011b4adcd54683b480c4d841250a987f,39,1,86.42,-18.0,8.0,5.0,0,0.0,credit_card,esporte_lazer
011c3e6b4b11fa8a326a39e78deb6e66,207,1,18.83,-10.0,1.0,5.0,0,0.0,credit_card,beleza_saude
011fd4914a2d19b2a0e50c29cea5c6a2,147,1,261.9,-14.0,10.0,4.0,0,0.0,credit_card,moveis_escritorio
0122d73327d9135f8088572c7d7f5d54,23,1,67.5,-9.0,4.0,3.0,0,0.0,credit_card,moveis_decoracao
012452d40dafae4df401bced74cdb490,104,1,155.26,-6.0,5.0,4.0,0,0.0,credit_card,moveis_escritorio
0124721bc33e0aa6772b42d4ccfd01db,108,1,100.33,-3.0,1.0,4.0,0,0.0,boleto,perfumaria
012510db7f0db8481f8a3708400c8db9,213,1,117.53,-11.0,5.0,5.0,0,1.0,credit_card,cool_stuff
01290b6163d2a02514a54df49221a668,0,1,96.71,-6.0,4.0,4.0,0,1.0,credit_card,brinquedos
012b8001e47392df808a454083a74b74,232,2,197.68,-28.0,1.0,5.0,0,1.0,credit_card,esporte_lazer
012c61cc2c69b09c85071ccac0ccee16,36,1,74.16,-15.0,3.0,4.0,0,1.0,credit_card,relogios_presentes
012e12f54f6e73b1faba89a119dab849,244,1,105.74,-40.0,5.0,4.0,0,1.0,credit_card,utilidades_domesticas
0130be8e6677174b8184114f98c16b3c,170,1,119.39,-13.0,2.0,1.0,0,1.0,credit_card,brinquedos
013341d7f8accddf42fc02f001ad341d,33,1,675.01,-1.0,10.0,5.0,0,1.0,credit_card,cool_stuff
013523c76f4749da72a9ccc4a67cb234,17,1,47.82,-9.0,1.0,1.0,0,1.0,boleto,papelaria
0136e40591d769adfb219f167a691487,11,1,58.0,-8.0,1.0,5.0,0,1.0,boleto,beleza_saude
01376b24e146a15f52ca8382af02fe62,85,1,90.88,-13.0,1.0,5.0,0,0.0,credit_card,esporte_lazer
0139884762afa50d78fe480646fe92b5,150,1,70.79,-11.0,3.0,4.0,0,0.0,credit_card,eletronicos
014593e48e9119391b9c70206fcadca8,8,1,150.87,3.0,2.0,2.0,0,1.0,credit_card,moveis_escritorio
0145b1b14166b43baa374daddffca8fd,22,1,41.05,0.0,3.0,5.0,0,0.0,credit_card,telefonia
01469c41b00bb21cd01d2104b8e81384,231,1,111.01,-27.0,5.0,4.0,0,1.0,credit_card,papelaria
014fa2f37ee690774a7505252a28daf3,192,1,39.42,-15.0,1.0,5.0,0,0.0,credit_card,fashion_bolsas_e_acessorios
0151b5ff5b5d642815f094f303e7052a,177,1,49.52,-14.0,4.0,5.0,0,0.0,credit_card,eletroportateis
015366a7c13024e36f1f125d8f9a9e67,193,1,192.41,-12.0,10.0,5.0,0,0.0,credit_card,alimentos
015557c9912277312b9073947804a7ba,152,2,315.12,-11.5,2.0,5.0,0,0.0,boleto,utilidades_domesticas
0158b70c1d28da409abddfcaa5f0801a,157,1,77.06,5.0,1.0,3.0,0,0.0,boleto,cool_stuff
015ba10edbe7988bff82867b4480c225,92,1,261.24,-13.0,1.0,5.0,0,0.0,credit_card,perfumaria
015fcc1fe9d3319fb41b08e986684598,98,1,317.35,-18.0,1.0,5.0,0,1.0,boleto,eletrodomesticos_2
016846e2dd862cba9a2a10eff5ac244f,141,2,949.92,-4.0,10.0,3.0,0,1.0,credit_card,moveis_decoracao
016a461e59c71a989c278fb565441696,53,1,222.24,-18.0,4.0,3.0,0,1.0,credit_card,cama_mesa_banho
016c60628fc64e15fa5990e58a0b57c1,72,3,913.6800000000001,-20.0,1.0,3.0,0,1.0,boleto,moveis_decoracao
016e32e564ee03416c6f73e44a4e802a,202,1,85.6,-14.0,3.0,4.0,0,0.0,credit_card,eletroportateis
016feebfaba953a2456d3a063b8eb8ef,229,1,62.83,-21.0,1.0,3.0,0,1.0,boleto,informatica_acessorios
0176190d05dbc46f20484610a0a0e1fb,156,1,305.7,-16.0,10.0,1.0,0,1.0,credit_card,market_place
0178b244a5c281fb2ade54038dd4b161,143,1,102.03,-11.0,9.0,4.0,0,0.0,credit_card,cama_mesa_banho
017adfe7897c78902d9f7d58cd855990,46,1,266.86,-5.0,3.0,4.0,0,0.0,credit_card,telefonia
017c7f75ca30943882f48d5fda81e2df,14,2,350.56,-14.0,5.0,4.0,0,1.0,credit_card,fashion_calcados
017d9afa17ebea3b2a7c03ed6bc954be,77,1,37.72,-10.0,1.0,5.0,0,0.0,boleto,papelaria
017fa9ba22880652e440025a91d5a66b,40,1,43.69,-9.0,1.0,4.0,0,1.0,boleto,utilidades_domesticas
017fde295de136549d89d951da362287,78,1,43.91,-17.0,2.0,5.0,0,0.0,credit_card,ferramentas_jardim
0181f57a87c6a2f0e0fe2807f67aef0e,143,1,29.1,-14.0,2.0,5.0,0,1.0,credit_card,pet_shop
01838e7d69d87bd8ff2b6ff06789adfb,252,1,159.11,-35.0,1.0,5.0,0,0.0,credit_card,fashion_roupa_masculina
018875156db79cf3fb697342f256c329,86,1,56.85,-14.0,2.0,5.0,0,0.0,credit_card,automotivo
018974568b0b5a8c395465dee270c3a9,67,1,42.77,-12.0,1.0,4.0,0,1.0,credit_card,beleza_saude
0189955e61056a22dd6e7cb03603a149,114,1,111.81,-12.0,1.0,2.0,0,1.0,boleto,utilidades_domesticas
0189cca3aa2a0f75ca0cde94ee38be57,117,1,100.33,-11.0,4.0,5.0,0,0.0,credit_card,perfumaria
018ad5828f8f66b69604caabd0aa78ca,209,1,28.62,-13.0,1.0,5.0,0,0.0,credit_card,telefonia
018b0a8d048e41f2d1f55e56dcbd335c,67,1,192.66,-7.0,1.0,5.0,0,1.0,boleto,informatica_acessorios
018b5a7502c30eb5f230f1b4eb23a156,41,2,110.18,-16.0,1.0,4.0,0,0.0,boleto,fashion_bolsas_e_acessorios
019322e670d197f31413176b865880fd,95,1,26.77,-12.0,2.0,4.0,0,0.0,credit_card,beleza_saude
0197bf8828afdb5ef6a6f7446a52607e,3,1,173.72,3.0,4.0,1.0,0,1.0,credit_card,cama_mesa_banho
0199360d5869b53eece5870f3bd1ef0e,132,1,758.93,-25.0,5.0,5.0,0,0.0,credit_card,beleza_saude
019954cc9c2ceb2084881eefdf48f0f9,3,1,105.87,-9.0,1.0,4.0,0,0.0,credit_card,ferramentas_jardim
019ac5580a897d52e5ed6f7ed89ade27,24,3,4011.57,-11.0,1.0,5.0,0,0.0,boleto,esporte_lazer
019cd54cc450bdfb2de3e83dced0c511,59,1,223.14,-14.0,10.0,5.0,0,1.0,credit_card,cama_mesa_banho
019d47513bb1164cc83fc2d6d7123ef8,232,1,208.16,-18.0,6.0,4.0,0,0.0,credit_card,bebes
019e6c1c524669436535388a1cd5cefd,65,1,386.24,-11.0,3.0,5.0,0,1.0,credit_card,relogios_presentes
019f29cee4d4031f59fed390d3cd0bc7,90,1,92.67,-18.0,5.0,5.0,0,0.0,credit_card,construcao_ferramentas_jardim
01a013f2d3d7b0fa074a09d3e6e7b611,170,1,302.54,-16.0,5.0,5.0,0,0.0,credit_card,perfumaria
01a0f3dc3a406f7fc8593565e1a50b4f,69,1,30.75,-8.0,2.0,4.0,0,0.0,credit_card,cama_mesa_banho
01a20270c305052404127be803843f2f,118,1,162.25,-15.0,1.0,4.0,0,0.0,credit_card,brinquedos
01a3427def071b9efaf74a817c4e023b,128,1,31.6,-13.0,1.0,4.0,0,1.0,boleto,telefonia
01a8a2fa13dad647949ff57927e63b0d,184,1,53.95,-15.0,1.0,5.0,0,1.0,credit_card,brinquedos
01b0d417af24703a0b20cbe71f354285,224,1,91.61,-17.0,1.0,4.0,0,1.0,credit_card,brinquedos
01b531d9fa14ce8894156d72f7ee8b92,52,1,118.85,-6.0,2.0,4.0,0,0.0,credit_card,esporte_lazer
01b7463b1d6850a0ddfb4a93e05d0671,136,1,129.01,-12.0,3.0,4.0,0,0.0,credit_card,moveis_sala
01be09e08ce97be4356a7c93bda4ee70,135,1,55.11,-11.0,1.0,5.0,0,0.0,boleto,eletrodomesticos
01c12b236caa6f6d630b985da0ab5d30,40,1,134.38,-19.0,8.0,5.0,0,0.0,credit_card,informatica_acessorios
01c15633aa5baf9c6d2685354fd82747,81,1,105.28,-7.0,1.0,5.0,0,0.0,boleto,cama_mesa_banho
01c289bb06354cdc7e6549570f20ada4,119,1,74.14,-21.0,3.0,4.0,0,0.0,credit_card,fashion_bolsas_e_acessorios
01cf555dad51551a56a1bdc9fbf2acd6,135,1,117.15,-18.0,1.0,5.0,0,1.0,credit_card,perfumaria
01d0f02781924f788fd9d0521663fae0,104,1,48.62,-8.0,1.0,4.0,0,0.0,credit_card,other
01d46b5cad3cda9c22f52df41197a671,170,1,40.86,-20.0,1.0,4.0,0,1.0,credit_card,informatica_acessorios
01d8df79b0fe245a03928d53fc25c223,54,2,137.44,-18.0,1.0,5.0,0,0.0,credit_card,cool_stuff
01deea8faf538e657bf2b1cb6b6c24f1,6,1,34.84,-18.0,3.0,5.0,0,0.0,credit_card,telefonia
01e0008efc8b3804e274ff934ba017c9,217,1,81.78,-14.0,8.0,4.0,0,1.0,credit_card,cama_mesa_banho
01e80828765c999c3f5a7713f3912309,131,2,44.39,-14.0,1.0,5.0,0,0.0,voucher,ferramentas_jardim
01e8bcc3377762cf85025138b2901947,164,2,443.28,-8.0,3.0,1.0,0,1.0,credit_card,cama_mesa_banho
01ec66cacd4c45d04f9ee2a1c25bb20b,213,1,79.09,-12.0,1.0,4.0,0,0.0,credit_card,market_place
01ecc1f1f21f05d0736c99d92646f132,50,1,65.0,-14.0,2.0,4.0,0,1.0,credit_card,informatica_acessorios
01ece9ffbb6a00db5549188bc410e878,12,1,119.94,-10.0,1.0,5.0,0,0.0,credit_card,informatica_acessorios
01ed8df97a21e2f15521f9758554b32b,81,1,60.0,-6.0,3.0,5.0,0,0.0,credit_card,beleza_saude
01f156677184504063bd19739f924af1,355,1,784.8,-46.0,10.0,5.0,0,0.0,credit_card,moveis_decoracao
01f2285f85a1c603eb7ef755ad311769,154,1,191.4,-15.0,3.0,4.0,0,1.0,credit_card,esporte_lazer
01f382f4c95df31e05e27f1151a015a0,8,2,135.86,-12.0,1.0,3.0,0,1.0,credit_card,informatica_acessorios
01fee81dfa09d00693bbb79aaf922f89,129,1,257.79,-18.0,1.0,5.0,0,1.0,boleto,informatica_acessorios
0206119a2f332d97fb68a9c1f592b2dc,114,1,79.1,-14.0,1.0,3.0,0,1.0,boleto,beleza_saude
0209a0a5c96cc50dd1bbe71e3730af2a,131,6,1475.64,-11.0,1.0,5.0,0,0.0,boleto,informatica_acessorios
0209cc2349a03f00567bb9d24a459829,106,1,65.0,-13.0,1.0,5.0,0,0.0,credit_card,brinquedos
020a1ffcfaf43c6003111eaa33faa6c9,178,1,56.32,-19.0,1.0,5.0,0,1.0,credit_card,cama_mesa_banho
020aa2d69bca8c7a0b3da5f8e602c26d,52,1,102.12,-15.0,1.0,5.0,0,1.0,credit_card,beleza_saude
020ac38b920d61317bc3e7e2d1e3602b,20,1,85.94,-5.0,4.0,2.0,0,0.0,credit_card,cama_mesa_banho
020f91981e05247250ccaa0ba69364d6,10,1,139.31,-7.0,2.0,4.0,0,1.0,credit_card,cama_mesa_banho
0214a2864bcff8020dbe8c40a2e9d26a,201,1,120.68,-11.0,1.0,5.0,0,0.0,credit_card,beleza_saude
02168ea18740a0fdaaa15f11bebba5db,41,2,264.04,8.0,1.0,1.0,0,1.0,credit_card,moveis_decoracao
021a4369c52a67fdaa1a923dada92cf2,81,1,23.6,-9.0,2.0,5.0,0,0.0,credit_card,esporte_lazer
021ab4ee1c733fef68ef3ddbb6c4ea7e,142,1,55.94,-10.0,1.0,3.0,0,0.0,boleto,utilidades_domesticas
021dbb48a965542d846e18a6799d37c0,93,1,158.13,-12.0,10.0,4.0,0,1.0,credit_card,malas_acessorios
021f9b70becbc032905f24f7e6c2d7d7,114,1,131.04,-11.0,5.0,5.0,0,0.0,credit_card,esporte_lazer
0220cae7a876f841ad3924e84b29861a,19,1,75.17,-13.0,1.0,5.0,0,0.0,credit_card,esporte_lazer
02248d5e7ec365ab4fe76975be1449a6,1,1,33.44,-14.0,1.0,5.0,0,0.0,boleto,other
02251550f4d16aca44ce66e4263c0522,250,1,139.27,-29.0,1.0,1.0,0,1.0,credit_card,fashion_bolsas_e_acessorios
02278b7fe04a285092542fa4313cdc31,180,1,50.95,-15.0,1.0,5.0,0,0.0,credit_card,ferramentas_jardim
0228e299d1cabeaf9be64b5ccd784c97,71,1,1150.54,-17.0,10.0,5.0,0,1.0,credit_card,relogios_presentes
022e9ef39a8047a24a813f57ad382b94,27,1,647.54,-11.0,10.0,4.0,0,0.0,credit_card,cool_stuff
023571745d76e09f8bd5477af28f605e,71,2,250.0,-14.0,1.0,2.0,0,1.0,credit_card,moveis_decoracao
023a5f2429a60d00c9c26887b95c6c80,20,1,23.78,-8.0,1.0,5.0,0,1.0,credit_card,esporte_lazer
0242e42b2210c764b47e099ddeacd742,78,1,146.9,-28.0,6.0,5.0,0,1.0,credit_card,esporte_lazer
0245997602d4ec43390590e43dfd39d9,166,1,185.26,-20.0,3.0,5.0,0,1.0,credit_card,relogios_presentes
0246128cbe42bad650aca67dea148ecb,169,1,37.32,-14.0,1.0,5.0,0,1.0,boleto,telefonia
024741ae16493ea617e06ecc277c7069,99,2,132.68,-8.0,2.0,5.0,0,0.0,credit_card,automotivo
0247fad5e7e46592d7216d01e9a2d7f6,216,1,208.59,-30.0,2.0,5.0,0,0.0,credit_card,other
024ab36a6207906cf0d2767466419017,224,1,57.74,-15.0,1.0,5.0,0,0.0,credit_card,eletrodomesticos
024bc6c3997170f0ca30edba8ba8aa55,19,2,615.6,-33.0,10.0,5.0,0,0.0,credit_card,pet_shop
024cf57b6da1f225b8b130dcd9093af9,148,2,308.24,-14.0,10.0,4.0,0,0.0,credit_card,cama_mesa_banho
024f153bf5ff2f378be3577f3248f283,42,1,96.19,-18.0,1.0,5.0,0,0.0,boleto,informatica_acessorios
024f45263b6a8d9d49b30c4251cfe86c,45,1,33.1,-13.0,1.0,2.0,0,0.0,boleto,telefonia
0250e6330823590753c1268c9bf15446,62,1,161.37,-21.0,8.0,3.0,0,0.0,credit_card,utilidades_domesticas
0252e35d8aa0b7b19eb4fb96783bafca,114,1,69.17,-15.0,1.0,2.0,0,0.0,boleto,cool_stuff
